"MORALG","CARESG","KNOWG","LEADG","DISHONG","INTELG","MORALB","CARESB","KNOWB","LEADB","DISHONB","INTELB","VOTE3","AGE","EDUC","GENDER","PARTY"
"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,"2 Quite well","2 Quite well",NA,NA,"2 Quite well",1,38,3,2,2
"3 Not too well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",NA,56,3,2,3
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all",1,49,6,1,1
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",1,23,6,2,1
"3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","1 Extremely well",NA,19,3,2,4
"2 Quite well",NA,"2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,33,3,2,4
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,18,4,1,1
"3 Not too well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well",NA,"3 Not too well","3 Not too well","3 Not too well",NA,"3 Not too well",NA,64,3,1,1
"4 Not well at all","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,39,6,2,6
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",NA,"3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",NA,27,3,1,3
"2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,68,4,2,7
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",1,58,3,2,1
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",NA,43,4,2,2
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",1,44,4,1,2
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",NA,40,3,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well",2,52,4,2,5
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,39,4,2,2
"1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,56,7,2,4
"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well",NA,29,2,1,4
NA,"2 Quite well","1 Extremely well",NA,NA,"1 Extremely well",NA,"3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well",NA,45,4,2,2
"4 Not well at all","3 Not too well","4 Not well at all","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,40,3,2,5
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",NA,"4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,26,6,2,2
"1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","1 Extremely well","3 Not too well","2 Quite well",NA,21,3,1,3
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",3,75,7,1,4
"2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",NA,34,6,2,6
"2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well",NA,"1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well",1,44,3,2,3
"3 Not too well","1 Extremely well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",NA,19,2,2,4
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,75,1,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,39,7,1,1
NA,"2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",NA,"2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well",2,79,6,1,6
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,63,3,2,3
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",NA,40,7,2,3
"2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,52,2,1,3
"4 Not well at all","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all","2 Quite well","4 Not well at all","3 Not too well","2 Quite well",NA,38,4,2,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"1 Extremely well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",NA,"2 Quite well",1,76,3,1,1
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","4 Not well at all","3 Not too well","4 Not well at all","3 Not too well","3 Not too well",1,76,2,2,1
"2 Quite well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",NA,"3 Not too well","3 Not too well","4 Not well at all",NA,"2 Quite well",1,66,1,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",NA,35,4,1,2
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",NA,"2 Quite well","1 Extremely well",1,81,7,2,2
"1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,24,5,2,2
"3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,21,3,1,5
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well",1,75,4,2,3
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well",1,70,4,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",1,57,3,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,74,3,2,1
"2 Quite well",NA,"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,NA,NA,NA,"3 Not too well",NA,NA,78,1,2,2
NA,"2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,NA,"2 Quite well","2 Quite well",NA,"2 Quite well",1,47,5,2,2
"2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well",NA,45,2,2,5
"2 Quite well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,61,3,2,7
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all","4 Not well at all","4 Not well at all",NA,47,3,2,2
NA,"4 Not well at all","2 Quite well","3 Not too well",NA,"2 Quite well",NA,"4 Not well at all","2 Quite well","1 Extremely well",NA,"2 Quite well",NA,32,4,1,4
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well",1,31,2,2,5
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,62,1,1,4
"3 Not too well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,34,4,2,6
"3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well",NA,83,3,2,7
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all",1,28,6,1,3
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,45,7,1,6
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,47,6,2,2
"2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","2 Quite well",NA,"2 Quite well","4 Not well at all",NA,2,40,4,1,3
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well",1,29,2,2,1
"2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all",1,58,4,2,1
"3 Not too well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well",2,37,6,2,5
"3 Not too well","3 Not too well","3 Not too well","4 Not well at all","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,33,4,1,5
NA,NA,"2 Quite well",NA,NA,"2 Quite well","3 Not too well",NA,"2 Quite well",NA,NA,"2 Quite well",NA,20,3,1,4
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",2,40,5,2,4
"3 Not too well","3 Not too well","3 Not too well","4 Not well at all","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","3 Not too well",2,38,7,1,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well",NA,50,3,1,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",1,37,5,2,3
"1 Extremely well","2 Quite well","2 Quite well",NA,"2 Quite well","2 Quite well",NA,"3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well",2,55,2,2,4
"1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well",NA,"2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well",NA,"1 Extremely well",NA,58,3,1,4
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well",NA,"2 Quite well",1,85,3,2,1
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",1,76,2,2,1
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","3 Not too well","4 Not well at all","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well",1,36,5,2,2
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",1,69,5,2,3
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",1,45,3,1,2
"2 Quite well","2 Quite well","4 Not well at all","4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all","1 Extremely well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well",1,77,1,1,3
"1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","1 Extremely well",1,48,6,1,1
"3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,20,4,2,3
"2 Quite well","3 Not too well","2 Quite well","4 Not well at all","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",2,39,6,1,6
"3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","4 Not well at all","3 Not too well","2 Quite well",NA,49,3,2,2
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"3 Not too well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all",1,50,4,2,NA
"2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well",NA,21,3,1,5
"3 Not too well","4 Not well at all","3 Not too well","4 Not well at all","4 Not well at all","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well",NA,46,3,2,NA
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,63,2,2,6
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","3 Not too well","4 Not well at all","1 Extremely well",1,59,3,1,2
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,33,4,1,5
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,48,6,2,2
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,40,5,2,7
"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well","4 Not well at all","4 Not well at all","3 Not too well","3 Not too well","2 Quite well","4 Not well at all",1,57,5,2,1
"3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",NA,"4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well",NA,NA,50,3,2,2
"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,"3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,29,6,2,1
"2 Quite well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,52,5,2,5
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,44,5,2,5
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","3 Not too well",NA,"2 Quite well",1,79,3,2,1
"3 Not too well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",NA,41,6,2,NA
"3 Not too well","3 Not too well","1 Extremely well","3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,36,6,2,7
"2 Quite well",NA,NA,NA,NA,NA,NA,NA,"2 Quite well",NA,NA,NA,NA,31,6,2,4
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,20,4,2,5
"4 Not well at all","3 Not too well","3 Not too well","3 Not too well","1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",2,80,4,2,7
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",NA,"3 Not too well","2 Quite well",NA,1,36,3,2,3
"3 Not too well","3 Not too well","4 Not well at all","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well",1,36,3,1,5
"1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",2,81,7,1,5
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all",NA,"3 Not too well",1,38,4,1,2
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,74,2,1,3
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","4 Not well at all","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,57,6,1,1
"3 Not too well",NA,"3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well",NA,20,3,2,4
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",1,44,7,2,1
"3 Not too well","4 Not well at all","2 Quite well","4 Not well at all",NA,"2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,72,3,2,7
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",1,48,6,1,1
"3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,41,5,2,7
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","3 Not too well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,41,6,1,3
"4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,31,4,2,6
"2 Quite well",NA,"2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,"3 Not too well","2 Quite well",NA,49,5,1,4
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",2,29,7,1,5
"2 Quite well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","2 Quite well",2,35,3,1,7
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","2 Quite well",1,21,4,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",NA,"2 Quite well",NA,74,3,1,3
"3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,44,6,2,5
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",1,50,4,1,3
"1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",1,89,3,1,1
"2 Quite well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well",2,46,3,1,4
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well",NA,24,6,2,2
"3 Not too well","4 Not well at all","3 Not too well","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,85,1,1,7
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well",NA,"2 Quite well",NA,"3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,77,3,1,2
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",1,25,3,2,1
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","4 Not well at all","4 Not well at all","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well",NA,41,3,1,3
"2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well",2,25,2,2,2
"1 Extremely well","2 Quite well","2 Quite well","3 Not too well",NA,"2 Quite well",NA,"4 Not well at all","2 Quite well","3 Not too well",NA,"2 Quite well",1,71,3,2,3
"2 Quite well","4 Not well at all","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well",NA,29,3,2,5
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","1 Extremely well","3 Not too well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",2,54,4,1,6
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well",NA,53,3,2,1
"2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,54,4,2,3
"2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,65,6,1,7
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","4 Not well at all",NA,39,6,2,1
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well",NA,39,4,2,2
"3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,21,4,1,3
NA,"4 Not well at all",NA,"4 Not well at all","4 Not well at all","2 Quite well",NA,NA,NA,NA,NA,"2 Quite well",NA,47,3,2,4
"2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",2,35,4,1,3
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all",1,33,4,2,1
"1 Extremely well",NA,"2 Quite well","3 Not too well","3 Not too well","2 Quite well",NA,"4 Not well at all","3 Not too well",NA,NA,NA,NA,34,6,2,1
NA,"4 Not well at all","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well",NA,36,4,1,7
"2 Quite well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,NA,3,2,2
"1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","1 Extremely well",1,49,3,2,3
